city,countyOrParish,stateOrProvince,address,shortAddress
Guilderland,Albany,NY,"566 Pine Lane, Guilderland, NY 12987",566 Pine Lane
Colonie,Albany,NY,"1062 Oak Street, Colonie, NY 12988",1062 Oak Street
Watervliet,Albany,NY,"8920 Central Avenue, Watervliet, NY 12989",8920 Central Avenue
Green Island,Albany,NY,"1615 Central Avenue, Green Island, NY 12990",1615 Central Avenue
Clifton Park,Saratoga,NY,"3627 Chestnut Street, Clifton Park, NY 12991",3627 Chestnut Street
Watervliet,Albany,NY,"6412 River Road, Watervliet, NY 12992",6412 River Road
Bethlehem,Albany,NY,"3675 Hudson Avenue, Bethlehem, NY 12993",3675 Hudson Avenue
Bethlehem,Albany,NY,"3902 Western Avenue, Bethlehem, NY 12994",3902 Western Avenue
Green Island,Albany,NY,"7897 River Road, Green Island, NY 12995",7897 River Road
Watervliet,Albany,NY,"3171 Lark Street, Watervliet, NY 12996",3171 Lark Street
Albany,Albany,NY,"48 Pine Lane, Albany, NY 12997",48 Pine Lane
Colonie,Albany,NY,"6646 Maple Drive, Colonie, NY 12998",6646 Maple Drive
Bethlehem,Albany,NY,"7387 Lark Street, Bethlehem, NY 12999",7387 Lark Street
Albany,Albany,NY,"2404 Washington Avenue, Albany, NY 12000",2404 Washington Avenue
Troy,Rensselaer,NY,"176 Maple Drive, Troy, NY 12001",176 Maple Drive
Troy,Rensselaer,NY,"1008 Washington Avenue, Troy, NY 12002",1008 Washington Avenue
Guilderland,Albany,NY,"5588 Broadway, Guilderland, NY 12003",5588 Broadway
Schenectady,Schenectady,NY,"3670 Chestnut Street, Schenectady, NY 12004",3670 Chestnut Street
Clifton Park,Saratoga,NY,"7712 Madison Avenue, Clifton Park, NY 12005",7712 Madison Avenue
Troy,Rensselaer,NY,"8833 River Road, Troy, NY 12006",8833 River Road
Cohoes,Albany,NY,"8671 Washington Avenue, Cohoes, NY 12007",8671 Washington Avenue
Troy,Rensselaer,NY,"6203 Lark Street, Troy, NY 12008",6203 Lark Street
Green Island,Albany,NY,"604 River Road, Green Island, NY 12009",604 River Road
Clifton Park,Saratoga,NY,"1547 Delaware Avenue, Clifton Park, NY 12010",1547 Delaware Avenue
Bethlehem,Albany,NY,"9221 Park Boulevard, Bethlehem, NY 12011",9221 Park Boulevard
Albany,Albany,NY,"1134 Central Avenue, Albany, NY 12012",1134 Central Avenue
Green Island,Albany,NY,"5949 Madison Avenue, Green Island, NY 12013",5949 Madison Avenue
Cohoes,Albany,NY,"9939 Chestnut Street, Cohoes, NY 12014",9939 Chestnut Street
Bethlehem,Albany,NY,"1207 Delaware Avenue, Bethlehem, NY 12015",1207 Delaware Avenue
Clifton Park,Saratoga,NY,"3472 Elm Street, Clifton Park, NY 12016",3472 Elm Street
Watervliet,Albany,NY,"8185 Western Avenue, Watervliet, NY 12017",8185 Western Avenue
Schenectady,Schenectady,NY,"9866 Maple Drive, Schenectady, NY 12018",9866 Maple Drive
Watervliet,Albany,NY,"708 Elm Street, Watervliet, NY 12019",708 Elm Street
Green Island,Albany,NY,"4850 River Road, Green Island, NY 12020",4850 River Road
Guilderland,Albany,NY,"5474 Chestnut Street, Guilderland, NY 12021",5474 Chestnut Street
Green Island,Albany,NY,"7653 Western Avenue, Green Island, NY 12022",7653 Western Avenue
Troy,Rensselaer,NY,"6262 River Road, Troy, NY 12023",6262 River Road
Albany,Albany,NY,"9447 Maple Drive, Albany, NY 12024",9447 Maple Drive
Cohoes,Albany,NY,"2948 Western Avenue, Cohoes, NY 12025",2948 Western Avenue
Troy,Rensselaer,NY,"8815 Oak Street, Troy, NY 12026",8815 Oak Street
Cohoes,Albany,NY,"2412 Broadway, Cohoes, NY 12027",2412 Broadway
Troy,Rensselaer,NY,"1814 Broadway, Troy, NY 12028",1814 Broadway
Cohoes,Albany,NY,"428 State Street, Cohoes, NY 12029",428 State Street
Cohoes,Albany,NY,"1063 Washington Avenue, Cohoes, NY 12030",1063 Washington Avenue
Schenectady,Schenectady,NY,"7146 Western Avenue, Schenectady, NY 12031",7146 Western Avenue
Colonie,Albany,NY,"433 Park Boulevard, Colonie, NY 12032",433 Park Boulevard
Cohoes,Albany,NY,"53 Madison Avenue, Cohoes, NY 12033",53 Madison Avenue
Clifton Park,Saratoga,NY,"4561 Western Avenue, Clifton Park, NY 12034",4561 Western Avenue
Schenectady,Schenectady,NY,"1102 Lark Street, Schenectady, NY 12035",1102 Lark Street
Albany,Albany,NY,"803 Chestnut Street, Albany, NY 12036",803 Chestnut Street
Guilderland,Albany,NY,"8186 Elm Street, Guilderland, NY 12037",8186 Elm Street
Guilderland,Albany,NY,"8641 Western Avenue, Guilderland, NY 12038",8641 Western Avenue
Green Island,Albany,NY,"8584 Lark Street, Green Island, NY 12039",8584 Lark Street
Troy,Rensselaer,NY,"8044 Delaware Avenue, Troy, NY 12040",8044 Delaware Avenue
Albany,Albany,NY,"1387 Maple Drive, Albany, NY 12041",1387 Maple Drive
Clifton Park,Saratoga,NY,"7605 State Street, Clifton Park, NY 12042",7605 State Street
Cohoes,Albany,NY,"8299 State Street, Cohoes, NY 12043",8299 State Street
Colonie,Albany,NY,"1724 Oak Street, Colonie, NY 12044",1724 Oak Street
Cohoes,Albany,NY,"9829 Elm Street, Cohoes, NY 12045",9829 Elm Street
Watervliet,Albany,NY,"7111 Western Avenue, Watervliet, NY 12046",7111 Western Avenue
Troy,Rensselaer,NY,"7367 Chestnut Street, Troy, NY 12047",7367 Chestnut Street
Green Island,Albany,NY,"9743 River Road, Green Island, NY 12048",9743 River Road
Cohoes,Albany,NY,"9224 Washington Avenue, Cohoes, NY 12049",9224 Washington Avenue
Clifton Park,Saratoga,NY,"2741 State Street, Clifton Park, NY 12050",2741 State Street
Albany,Albany,NY,"5802 Washington Avenue, Albany, NY 12051",5802 Washington Avenue
Bethlehem,Albany,NY,"6036 Elm Street, Bethlehem, NY 12052",6036 Elm Street
Bethlehem,Albany,NY,"9322 Lark Street, Bethlehem, NY 12053",9322 Lark Street
Watervliet,Albany,NY,"8695 Broadway, Watervliet, NY 12054",8695 Broadway
Green Island,Albany,NY,"736 Central Avenue, Green Island, NY 12055",736 Central Avenue
Troy,Rensselaer,NY,"5848 Washington Avenue, Troy, NY 12056",5848 Washington Avenue
Cohoes,Albany,NY,"7651 Maple Drive, Cohoes, NY 12057",7651 Maple Drive
Schenectady,Schenectady,NY,"6817 Delaware Avenue, Schenectady, NY 12058",6817 Delaware Avenue
Bethlehem,Albany,NY,"5950 Washington Avenue, Bethlehem, NY 12059",5950 Washington Avenue
Schenectady,Schenectady,NY,"2142 Washington Avenue, Schenectady, NY 12060",2142 Washington Avenue
Troy,Rensselaer,NY,"8137 Maple Drive, Troy, NY 12061",8137 Maple Drive
Schenectady,Schenectady,NY,"7361 Pine Lane, Schenectady, NY 12062",7361 Pine Lane
Troy,Rensselaer,NY,"7392 Park Boulevard, Troy, NY 12063",7392 Park Boulevard
Green Island,Albany,NY,"5458 Pine Lane, Green Island, NY 12064",5458 Pine Lane
Bethlehem,Albany,NY,"8799 Park Boulevard, Bethlehem, NY 12065",8799 Park Boulevard
Green Island,Albany,NY,"6335 Delaware Avenue, Green Island, NY 12066",6335 Delaware Avenue
Colonie,Albany,NY,"2908 River Road, Colonie, NY 12067",2908 River Road
Guilderland,Albany,NY,"592 Madison Avenue, Guilderland, NY 12068",592 Madison Avenue
Clifton Park,Saratoga,NY,"3280 Central Avenue, Clifton Park, NY 12069",3280 Central Avenue
Cohoes,Albany,NY,"4165 Hudson Avenue, Cohoes, NY 12070",4165 Hudson Avenue
Clifton Park,Saratoga,NY,"2017 State Street, Clifton Park, NY 12071",2017 State Street
Cohoes,Albany,NY,"8043 Washington Avenue, Cohoes, NY 12072",8043 Washington Avenue
Clifton Park,Saratoga,NY,"1459 Hudson Avenue, Clifton Park, NY 12073",1459 Hudson Avenue
Clifton Park,Saratoga,NY,"9425 Chestnut Street, Clifton Park, NY 12074",9425 Chestnut Street
Bethlehem,Albany,NY,"6055 Park Boulevard, Bethlehem, NY 12075",6055 Park Boulevard
Albany,Albany,NY,"3488 Madison Avenue, Albany, NY 12076",3488 Madison Avenue
Bethlehem,Albany,NY,"9095 Delaware Avenue, Bethlehem, NY 12077",9095 Delaware Avenue
Schenectady,Schenectady,NY,"3552 Central Avenue, Schenectady, NY 12078",3552 Central Avenue
Green Island,Albany,NY,"6445 State Street, Green Island, NY 12079",6445 State Street
Schenectady,Schenectady,NY,"7823 River Road, Schenectady, NY 12080",7823 River Road
Bethlehem,Albany,NY,"3858 Oak Street, Bethlehem, NY 12081",3858 Oak Street
Green Island,Albany,NY,"2916 Hudson Avenue, Green Island, NY 12082",2916 Hudson Avenue
Guilderland,Albany,NY,"873 State Street, Guilderland, NY 12083",873 State Street
Clifton Park,Saratoga,NY,"4535 Delaware Avenue, Clifton Park, NY 12084",4535 Delaware Avenue
Watervliet,Albany,NY,"7866 Washington Avenue, Watervliet, NY 12085",7866 Washington Avenue
Colonie,Albany,NY,"3053 Broadway, Colonie, NY 12086",3053 Broadway
Cohoes,Albany,NY,"9682 Chestnut Street, Cohoes, NY 12087",9682 Chestnut Street
Watervliet,Albany,NY,"6036 Washington Avenue, Watervliet, NY 12088",6036 Washington Avenue
Troy,Rensselaer,NY,"3781 Broadway, Troy, NY 12089",3781 Broadway
Guilderland,Albany,NY,"2252 Park Boulevard, Guilderland, NY 12090",2252 Park Boulevard
Colonie,Albany,NY,"7218 Lark Street, Colonie, NY 12091",7218 Lark Street
Schenectady,Schenectady,NY,"7070 Oak Street, Schenectady, NY 12092",7070 Oak Street
Albany,Albany,NY,"4003 Maple Drive, Albany, NY 12093",4003 Maple Drive
Troy,Rensselaer,NY,"6120 Central Avenue, Troy, NY 12094",6120 Central Avenue
Green Island,Albany,NY,"5336 Delaware Avenue, Green Island, NY 12095",5336 Delaware Avenue
Troy,Rensselaer,NY,"7906 Madison Avenue, Troy, NY 12096",7906 Madison Avenue
Troy,Rensselaer,NY,"4926 Chestnut Street, Troy, NY 12097",4926 Chestnut Street
Colonie,Albany,NY,"2057 Pine Lane, Colonie, NY 12098",2057 Pine Lane
Bethlehem,Albany,NY,"4945 Oak Street, Bethlehem, NY 12099",4945 Oak Street
Bethlehem,Albany,NY,"5731 Park Boulevard, Bethlehem, NY 12100",5731 Park Boulevard
Schenectady,Schenectady,NY,"1254 Madison Avenue, Schenectady, NY 12101",1254 Madison Avenue
Green Island,Albany,NY,"8110 River Road, Green Island, NY 12102",8110 River Road
Albany,Albany,NY,"9628 State Street, Albany, NY 12103",9628 State Street
Troy,Rensselaer,NY,"2588 Central Avenue, Troy, NY 12104",2588 Central Avenue
Clifton Park,Saratoga,NY,"4452 Central Avenue, Clifton Park, NY 12105",4452 Central Avenue
Bethlehem,Albany,NY,"6235 River Road, Bethlehem, NY 12106",6235 River Road
Troy,Rensselaer,NY,"5773 Hudson Avenue, Troy, NY 12107",5773 Hudson Avenue
Guilderland,Albany,NY,"4204 Chestnut Street, Guilderland, NY 12108",4204 Chestnut Street
Bethlehem,Albany,NY,"9448 Washington Avenue, Bethlehem, NY 12109",9448 Washington Avenue
Cohoes,Albany,NY,"8780 Elm Street, Cohoes, NY 12110",8780 Elm Street
Troy,Rensselaer,NY,"79 Oak Street, Troy, NY 12111",79 Oak Street
Green Island,Albany,NY,"272 Elm Street, Green Island, NY 12112",272 Elm Street
Clifton Park,Saratoga,NY,"4461 Park Boulevard, Clifton Park, NY 12113",4461 Park Boulevard
Clifton Park,Saratoga,NY,"4467 Maple Drive, Clifton Park, NY 12114",4467 Maple Drive
Colonie,Albany,NY,"991 Madison Avenue, Colonie, NY 12115",991 Madison Avenue
Albany,Albany,NY,"4913 State Street, Albany, NY 12116",4913 State Street
Troy,Rensselaer,NY,"9716 Delaware Avenue, Troy, NY 12117",9716 Delaware Avenue
Watervliet,Albany,NY,"3162 River Road, Watervliet, NY 12118",3162 River Road
Watervliet,Albany,NY,"9578 State Street, Watervliet, NY 12119",9578 State Street
Colonie,Albany,NY,"23 Washington Avenue, Colonie, NY 12120",23 Washington Avenue
Schenectady,Schenectady,NY,"1164 Hudson Avenue, Schenectady, NY 12121",1164 Hudson Avenue
Clifton Park,Saratoga,NY,"1862 Chestnut Street, Clifton Park, NY 12122",1862 Chestnut Street
Guilderland,Albany,NY,"9605 Park Boulevard, Guilderland, NY 12123",9605 Park Boulevard
Green Island,Albany,NY,"7345 Oak Street, Green Island, NY 12124",7345 Oak Street
Bethlehem,Albany,NY,"8662 Pine Lane, Bethlehem, NY 12125",8662 Pine Lane
Schenectady,Schenectady,NY,"1271 Washington Avenue, Schenectady, NY 12126",1271 Washington Avenue
Colonie,Albany,NY,"5324 Delaware Avenue, Colonie, NY 12127",5324 Delaware Avenue
Albany,Albany,NY,"3091 Pine Lane, Albany, NY 12128",3091 Pine Lane
Troy,Rensselaer,NY,"6053 Elm Street, Troy, NY 12129",6053 Elm Street
Albany,Albany,NY,"1516 Hudson Avenue, Albany, NY 12130",1516 Hudson Avenue
Watervliet,Albany,NY,"2644 Elm Street, Watervliet, NY 12131",2644 Elm Street
Guilderland,Albany,NY,"4947 Oak Street, Guilderland, NY 12132",4947 Oak Street
Green Island,Albany,NY,"4651 Hudson Avenue, Green Island, NY 12133",4651 Hudson Avenue
Guilderland,Albany,NY,"54 Broadway, Guilderland, NY 12134",54 Broadway
Colonie,Albany,NY,"3777 Oak Street, Colonie, NY 12135",3777 Oak Street
Watervliet,Albany,NY,"6380 Broadway, Watervliet, NY 12136",6380 Broadway
Guilderland,Albany,NY,"4096 Pine Lane, Guilderland, NY 12137",4096 Pine Lane
Albany,Albany,NY,"8032 Madison Avenue, Albany, NY 12138",8032 Madison Avenue
Troy,Rensselaer,NY,"4033 Pine Lane, Troy, NY 12139",4033 Pine Lane
Bethlehem,Albany,NY,"4526 Elm Street, Bethlehem, NY 12140",4526 Elm Street
Cohoes,Albany,NY,"1017 Oak Street, Cohoes, NY 12141",1017 Oak Street
Watervliet,Albany,NY,"7738 Central Avenue, Watervliet, NY 12142",7738 Central Avenue
Albany,Albany,NY,"6835 Central Avenue, Albany, NY 12143",6835 Central Avenue
Bethlehem,Albany,NY,"9351 Madison Avenue, Bethlehem, NY 12144",9351 Madison Avenue
Albany,Albany,NY,"7234 River Road, Albany, NY 12145",7234 River Road
Colonie,Albany,NY,"6410 Chestnut Street, Colonie, NY 12146",6410 Chestnut Street
Green Island,Albany,NY,"2187 Madison Avenue, Green Island, NY 12147",2187 Madison Avenue
Watervliet,Albany,NY,"1400 Broadway, Watervliet, NY 12148",1400 Broadway
Albany,Albany,NY,"2793 Broadway, Albany, NY 12149",2793 Broadway
Watervliet,Albany,NY,"1749 Delaware Avenue, Watervliet, NY 12150",1749 Delaware Avenue
Green Island,Albany,NY,"6544 Madison Avenue, Green Island, NY 12151",6544 Madison Avenue
Cohoes,Albany,NY,"8432 Central Avenue, Cohoes, NY 12152",8432 Central Avenue
Clifton Park,Saratoga,NY,"5529 Hudson Avenue, Clifton Park, NY 12153",5529 Hudson Avenue
Watervliet,Albany,NY,"1408 Oak Street, Watervliet, NY 12154",1408 Oak Street
Watervliet,Albany,NY,"1997 Chestnut Street, Watervliet, NY 12155",1997 Chestnut Street
Bethlehem,Albany,NY,"3229 Hudson Avenue, Bethlehem, NY 12156",3229 Hudson Avenue
Cohoes,Albany,NY,"5893 Western Avenue, Cohoes, NY 12157",5893 Western Avenue
Guilderland,Albany,NY,"8486 Oak Street, Guilderland, NY 12158",8486 Oak Street
Clifton Park,Saratoga,NY,"1104 Oak Street, Clifton Park, NY 12159",1104 Oak Street
Cohoes,Albany,NY,"5235 Washington Avenue, Cohoes, NY 12160",5235 Washington Avenue
Troy,Rensselaer,NY,"1621 River Road, Troy, NY 12161",1621 River Road
Troy,Rensselaer,NY,"8992 Broadway, Troy, NY 12162",8992 Broadway
Clifton Park,Saratoga,NY,"976 Oak Street, Clifton Park, NY 12163",976 Oak Street
Guilderland,Albany,NY,"4982 Broadway, Guilderland, NY 12164",4982 Broadway
Guilderland,Albany,NY,"1404 Washington Avenue, Guilderland, NY 12165",1404 Washington Avenue
Colonie,Albany,NY,"4639 Broadway, Colonie, NY 12166",4639 Broadway
Clifton Park,Saratoga,NY,"9551 Maple Drive, Clifton Park, NY 12167",9551 Maple Drive
Schenectady,Schenectady,NY,"1850 Pine Lane, Schenectady, NY 12168",1850 Pine Lane
Colonie,Albany,NY,"4658 Western Avenue, Colonie, NY 12169",4658 Western Avenue
Colonie,Albany,NY,"3546 River Road, Colonie, NY 12170",3546 River Road
Cohoes,Albany,NY,"9458 Chestnut Street, Cohoes, NY 12171",9458 Chestnut Street
Clifton Park,Saratoga,NY,"1983 Pine Lane, Clifton Park, NY 12172",1983 Pine Lane
Guilderland,Albany,NY,"6754 Oak Street, Guilderland, NY 12173",6754 Oak Street
Guilderland,Albany,NY,"94 Washington Avenue, Guilderland, NY 12174",94 Washington Avenue
Guilderland,Albany,NY,"501 Washington Avenue, Guilderland, NY 12175",501 Washington Avenue
Troy,Rensselaer,NY,"4948 Central Avenue, Troy, NY 12176",4948 Central Avenue
Guilderland,Albany,NY,"847 Pine Lane, Guilderland, NY 12177",847 Pine Lane
Watervliet,Albany,NY,"7141 Elm Street, Watervliet, NY 12178",7141 Elm Street
Cohoes,Albany,NY,"5964 Pine Lane, Cohoes, NY 12179",5964 Pine Lane
Schenectady,Schenectady,NY,"1215 State Street, Schenectady, NY 12180",1215 State Street
Troy,Rensselaer,NY,"3058 Washington Avenue, Troy, NY 12181",3058 Washington Avenue
Bethlehem,Albany,NY,"6318 Lark Street, Bethlehem, NY 12182",6318 Lark Street
Green Island,Albany,NY,"9940 Washington Avenue, Green Island, NY 12183",9940 Washington Avenue
Cohoes,Albany,NY,"5115 Maple Drive, Cohoes, NY 12184",5115 Maple Drive
Clifton Park,Saratoga,NY,"2028 Oak Street, Clifton Park, NY 12185",2028 Oak Street
Bethlehem,Albany,NY,"2450 Washington Avenue, Bethlehem, NY 12186",2450 Washington Avenue
Schenectady,Schenectady,NY,"417 Washington Avenue, Schenectady, NY 12187",417 Washington Avenue
Colonie,Albany,NY,"3125 Central Avenue, Colonie, NY 12188",3125 Central Avenue
Schenectady,Schenectady,NY,"5156 State Street, Schenectady, NY 12189",5156 State Street
Bethlehem,Albany,NY,"1677 River Road, Bethlehem, NY 12190",1677 River Road
Cohoes,Albany,NY,"8743 Broadway, Cohoes, NY 12191",8743 Broadway
Bethlehem,Albany,NY,"4749 Broadway, Bethlehem, NY 12192",4749 Broadway
Schenectady,Schenectady,NY,"4108 Western Avenue, Schenectady, NY 12193",4108 Western Avenue
Guilderland,Albany,NY,"2418 Maple Drive, Guilderland, NY 12194",2418 Maple Drive
Cohoes,Albany,NY,"2854 Elm Street, Cohoes, NY 12195",2854 Elm Street
Troy,Rensselaer,NY,"1339 Park Boulevard, Troy, NY 12196",1339 Park Boulevard
Guilderland,Albany,NY,"165 State Street, Guilderland, NY 12197",165 State Street
Green Island,Albany,NY,"4046 Maple Drive, Green Island, NY 12198",4046 Maple Drive
Guilderland,Albany,NY,"3961 Hudson Avenue, Guilderland, NY 12199",3961 Hudson Avenue
Troy,Rensselaer,NY,"645 Lark Street, Troy, NY 12200",645 Lark Street
Troy,Rensselaer,NY,"6306 Western Avenue, Troy, NY 12201",6306 Western Avenue
Watervliet,Albany,NY,"2206 Chestnut Street, Watervliet, NY 12202",2206 Chestnut Street
Clifton Park,Saratoga,NY,"8770 Delaware Avenue, Clifton Park, NY 12203",8770 Delaware Avenue
Cohoes,Albany,NY,"6474 Delaware Avenue, Cohoes, NY 12204",6474 Delaware Avenue
Watervliet,Albany,NY,"849 Delaware Avenue, Watervliet, NY 12205",849 Delaware Avenue
Troy,Rensselaer,NY,"2197 Madison Avenue, Troy, NY 12206",2197 Madison Avenue
Albany,Albany,NY,"7354 Oak Street, Albany, NY 12207",7354 Oak Street
Guilderland,Albany,NY,"4786 Central Avenue, Guilderland, NY 12208",4786 Central Avenue
Albany,Albany,NY,"3951 Chestnut Street, Albany, NY 12209",3951 Chestnut Street
Albany,Albany,NY,"6069 Madison Avenue, Albany, NY 12210",6069 Madison Avenue
Albany,Albany,NY,"9804 Delaware Avenue, Albany, NY 12211",9804 Delaware Avenue
Guilderland,Albany,NY,"4648 Lark Street, Guilderland, NY 12212",4648 Lark Street
Guilderland,Albany,NY,"5647 Maple Drive, Guilderland, NY 12213",5647 Maple Drive
Guilderland,Albany,NY,"7083 River Road, Guilderland, NY 12214",7083 River Road
Watervliet,Albany,NY,"1061 Hudson Avenue, Watervliet, NY 12215",1061 Hudson Avenue
Schenectady,Schenectady,NY,"9710 Chestnut Street, Schenectady, NY 12216",9710 Chestnut Street
Clifton Park,Saratoga,NY,"2915 Delaware Avenue, Clifton Park, NY 12217",2915 Delaware Avenue
Cohoes,Albany,NY,"3833 Oak Street, Cohoes, NY 12218",3833 Oak Street
Guilderland,Albany,NY,"3597 Washington Avenue, Guilderland, NY 12219",3597 Washington Avenue
Schenectady,Schenectady,NY,"2774 Chestnut Street, Schenectady, NY 12220",2774 Chestnut Street
Cohoes,Albany,NY,"3141 Broadway, Cohoes, NY 12221",3141 Broadway
Troy,Rensselaer,NY,"9000 Hudson Avenue, Troy, NY 12222",9000 Hudson Avenue
Schenectady,Schenectady,NY,"350 Delaware Avenue, Schenectady, NY 12223",350 Delaware Avenue
Albany,Albany,NY,"4493 Broadway, Albany, NY 12224",4493 Broadway
Bethlehem,Albany,NY,"5772 Lark Street, Bethlehem, NY 12225",5772 Lark Street
Bethlehem,Albany,NY,"1296 River Road, Bethlehem, NY 12226",1296 River Road
Clifton Park,Saratoga,NY,"3855 Madison Avenue, Clifton Park, NY 12227",3855 Madison Avenue
Colonie,Albany,NY,"6986 Broadway, Colonie, NY 12228",6986 Broadway
Colonie,Albany,NY,"3133 Oak Street, Colonie, NY 12229",3133 Oak Street
Bethlehem,Albany,NY,"5120 Lark Street, Bethlehem, NY 12230",5120 Lark Street
Albany,Albany,NY,"5672 Western Avenue, Albany, NY 12231",5672 Western Avenue
Troy,Rensselaer,NY,"55 Delaware Avenue, Troy, NY 12232",55 Delaware Avenue
Troy,Rensselaer,NY,"6144 Western Avenue, Troy, NY 12233",6144 Western Avenue
Schenectady,Schenectady,NY,"9038 Pine Lane, Schenectady, NY 12234",9038 Pine Lane
Clifton Park,Saratoga,NY,"4630 Elm Street, Clifton Park, NY 12235",4630 Elm Street
Bethlehem,Albany,NY,"5678 Lark Street, Bethlehem, NY 12236",5678 Lark Street
Cohoes,Albany,NY,"8267 Hudson Avenue, Cohoes, NY 12237",8267 Hudson Avenue
Cohoes,Albany,NY,"2053 Madison Avenue, Cohoes, NY 12238",2053 Madison Avenue
Bethlehem,Albany,NY,"8960 Western Avenue, Bethlehem, NY 12239",8960 Western Avenue
Green Island,Albany,NY,"9484 River Road, Green Island, NY 12240",9484 River Road
Colonie,Albany,NY,"4215 Maple Drive, Colonie, NY 12241",4215 Maple Drive
